31.75,120.5
33.42,121.35
35.2,123
35.5,123.3
35.78,123.75
36.07,124.2
36.35,124.65
36.63,125.1
36.92,125.55
37.2,126
37.48,126.67
37.77,127.33
38.05,128
38.33,128.67
38.62,129.33
38.9,130
